code,url
400,http://www.opengis.net/def/function/geosparql/difference_output
400,http://www.opengis.net/def/function/geosparql/centroid_output
400,http://www.opengis.net/def/function/geosparql/rcc8ntpp_output
400,http://www.opengis.net/def/function/geosparql/sfOverlaps_param2
400,http://www.opengis.net/def/function/geosparql/buffer_param1
500,http://www.opengis.net/def/function/geosparql/maxx
400,http://www.opengis.net/def/function/geosparql/ehOverlap_output
400,http://www.opengis.net/def/function/geosparql/isSimple_param1
400,http://www.opengis.net/def/function/geosparql/maxZ_param1
400,http://www.opengis.net/def/function/geosparql/union_param2
404,http://defs-dev.opengis.net/ogc-na/definitions/conceptschemes/entailed/geosparql.ttl
400,http://www.opengis.net/def/function/geosparql/sfTouches_param2
400,http://www.opengis.net/def/function/geosparql/centroid_param1
400,http://www.opengis.net/def/function/geosparql/relate_param1
400,http://www.opengis.net/def/function/geosparql/metricDistance_param2
400,http://www.opengis.net/def/function/geosparql/sfDisjoint_param2
400,http://www.opengis.net/def/function/geosparql/minz_param1
400,http://www.opengis.net/def/function/geosparql/convexHull_param1
400,http://www.opengis.net/def/function/geosparql/intersection_output
400,http://www.opengis.net/def/function/geosparql/maxZ_output
400,http://www.opengis.net/def/function/geosparql/minZ_param1
400,http://www.opengis.net/def/function/geosparql/isEmpty_param1
400,http://www.opengis.net/def/function/geosparql/ehCovers_param2
400,http://www.opengis.net/def/function/geosparql/rcc8dc_param1
400,http://www.opengis.net/def/function/geosparql/length_param1
500,http://www.opengis.net/def/function/geosparql/minz
400,http://www.opengis.net/def/function/geosparql/maxz_param1
400,http://www.opengis.net/def/function/geosparql/asGeoJSON_param1
400,http://www.opengis.net/def/function/geosparql/sfWithin_param1
400,http://www.opengis.net/def/function/geosparql/ehInside_param2
400,http://www.opengis.net/def/function/geosparql/rcc8ntppi_param2
400,http://www.opengis.net/def/function/geosparql/rcc8ec_param1
400,http://www.opengis.net/def/function/geosparql/relate_param3
400,http://www.opengis.net/def/function/geosparql/ehOverlap_param2
400,http://www.opengis.net/def/function/geosparql/rcc8dc_param2
400,http://www.opengis.net/def/function/geosparql/ehCoveredBy_param1
500,http://www.opengis.net/def/function/geosparql/maxy
400,http://www.opengis.net/def/function/geosparql/asKML_param1
500,http://www.opengis.net/def/geosparql/servicedescription
400,http://www.opengis.net/def/function/geosparql/maxY_output
400,http://www.opengis.net/def/function/geosparql/geometryN_param1
400,http://www.opengis.net/def/function/geosparql/sfOverlaps_param1
400,http://www.opengis.net/def/geosparql/safuncs
400,http://www.opengis.net/def/function/geosparql/ehMeet_param2
400,http://www.opengis.net/def/function/geosparql/ehContains_output
400,http://www.opengis.net/def/function/geosparql/asWKT_output
400,http://www.opengis.net/def/function/geosparql/ehCoveredBy_param2
400,http://www.opengis.net/def/function/geosparql/minZ_output
400,http://www.opengis.net/def/function/geosparql/asGML_param2
400,http://www.opengis.net/def/function/geosparql/rcc8tppi_param1
400,http://www.opengis.net/def/function/geosparql/symDifference_param2
400,http://www.opengis.net/def/function/geosparql/minX_param1
400,http://www.opengis.net/def/function/geosparql/buffer_param2
400,http://www.opengis.net/def/geosparql/geo-jsonldcontext
400,http://www.opengis.net/def/function/geosparql/metricLength_output
400,http://www.opengis.net/def/function/geosparql/union_param1
400,http://www.opengis.net/def/function/geosparql/ehOverlap_param1
400,http://www.opengis.net/def/function/geosparql/rcc8po_param1
400,http://www.opengis.net/def/function/geosparql/envelope_param1
400,http://www.opengis.net/def/function/geosparql/maxx_output
400,http://www.opengis.net/def/function/geosparql/ehCovers_param1
400,http://www.opengis.net/def/function/geosparql/sfIntersects_param2
400,http://www.opengis.net/def/function/geosparql/sfContains_param1
400,http://www.opengis.net/def/function/geosparql/sfIntersects_param1
400,http://www.opengis.net/def/function/geosparql/minz_output
400,http://www.opengis.net/def/function/geosparql/minY_param1
400,http://www.opengis.net/def/function/geosparql/boundary_output
400,http://www.opengis.net/def/geosparql/sf-jsonldcontext
400,http://www.opengis.net/def/function/geosparql/ehContains_param1
400,http://www.opengis.net/def/function/geosparql/concaveHull_param1
400,http://www.opengis.net/def/function/geosparql/sfContains_param2
400,http://www.opengis.net/def/function/geosparql/ehDisjoint_param2
500,http://www.opengis.net/def/function/geosparql/minx
400,http://www.opengis.net/def/function/geosparql/rcc8eq_output
400,http://www.opengis.net/def/function/geosparql/minX_output
400,http://www.opengis.net/def/function/geosparql/miny_param1
400,http://www.opengis.net/def/function/geosparql/transform_output
400,http://www.opengis.net/def/function/geosparql/sfTouches_output
400,http://www.opengis.net/def/function/geosparql/asDGGS_output
400,http://www.opengis.net/def/function/geosparql/getSRID_param1
400,http://www.opengis.net/def/function/geosparql/sfCrosses_param1
400,http://www.opengis.net/def/function/geosparql/buffer_param3
400,http://www.opengis.net/def/function/geosparql/metricBuffer_param2
400,http://www.opengis.net/def/function/geosparql/maxy_param1
400,http://www.opengis.net/def/function/geosparql/dimension_param1
400,http://www.opengis.net/def/function/geosparql/maxX_param1
400,http://www.opengis.net/def/function/geosparql/intersection_param1
400,http://www.opengis.net/def/function/geosparql/boundary_param1
400,http://www.opengis.net/def/function/geosparql/rcc8tpp_param2
400,http://www.opengis.net/def/function/geosparql/miny_output
400,http://www.opengis.net/def/function/geosparql/sfEquals_param1
400,http://www.opengis.net/def/function/geosparql/sfContains_output
400,http://www.opengis.net/def/function/geosparql/area_param1
400,http://www.opengis.net/def/function/geosparql/metricPerimeter_output
400,http://www.opengis.net/def/function/geosparql/transform_param2
400,http://www.opengis.net/def/function/geosparql/rcc8eq_param1
400,http://www.opengis.net/def/function/geosparql/sfTouches_param1
400,http://www.opengis.net/def/function/geosparql/convexHull_output
400,http://www.opengis.net/def/function/geosparql/boundingCircle_param1
400,http://www.opengis.net/def/function/geosparql/metricDistance_param1
400,http://www.opengis.net/def/function/geosparql/distance_param3
400,http://www.opengis.net/def/function/geosparql/geometryN_param2
400,http://www.opengis.net/def/function/geosparql/distance_param1
400,http://www.opengis.net/def/function/geosparql/rcc8ntppi_param1
400,http://www.opengis.net/def/function/geosparql/rcc8ntpp_param2
400,http://www.opengis.net/def/function/geosparql/union_output
400,http://www.opengis.net/def/function/geosparql/numGeometries_param1
500,http://www.opengis.net/def/function/geosparql/miny
400,http://www.opengis.net/def/function/geosparql/ehDisjoint_param1
400,http://www.opengis.net/def/function/geosparql/relate_param2
400,http://www.opengis.net/def/function/geosparql/ehEquals_param2
400,http://www.opengis.net/def/function/geosparql/ehMeet_param1
400,http://www.opengis.net/def/function/geosparql/buffer_output
400,http://www.opengis.net/def/function/geosparql/intersection_param2
400,http://www.opengis.net/def/function/geosparql/transform_param1
400,http://www.opengis.net/def/function/geosparql/asDGGS_param1
400,http://www.opengis.net/def/function/geosparql/minx_output
